,DOI,Species,Source Cell Type,Target Cell Type,"Duration, d","name of chemical 1,CID 1;name of chemical 2,CID 2",smiles of chemicals,name of chemicals in L1000FWD,cid of chemicals in L1000FWD
81,10.1155/2019/2945435,Homo sapiens,Nasal Olfactory Stem Cells,Induced Dopamine Neurons,46,"Purmorphamine,5284329;Bucladesine,9687;CHIR99021,9956119;LDN193189,25195294;SB431542,4521392",CCCC(=O)Nc1ncnc2n(cnc12)C3O[C@@H]4COP(=O)(O)O[C@H]4[C@H]3OC(=O)CCC;CCCC(=O)NC1=C2C(=NC=N1)N(C=N2)C3C(C4C(O3)COP(=O)(O4)O)OC(=O)CCC;CCCC(=O)Nc1ncnc2n(cnc12)[C@@H]3O[C@@H]4COP(=O)(O)O[C@H]4[C@H]3OC(=O)CCC;CCCC(=O)NC1=C2C(=NC=N1)N(C=N2)C3C(C4C(O3)COP(=O)(O4)O)OC(=O)CCC;CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12;CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C;Cc1c[nH]c(n1)c2cnc(NCCNc3ccc(C#N)cn3)nc2c4ccc(Cl)cc4Cl;CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N;CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12;CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C;ONC(=O)CCCCCN1C(=O)c2cccc3cccc(C1=O)c23;C1=CC2=C3C(=C1)C(=O)N(C(=O)C3=CC=C2)CCCCCC(=O)NO;CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12;CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C;CCCC(=O)Nc1ncnc2n(cnc12)C3OC4COP(=O)(O)OC4C3OC(=O)CCC;CCCC(=O)NC1=C2C(=NC=N1)N(C=N2)C3C(C4C(O3)COP(=O)(O4)O)OC(=O)CCC;CCCC(=O)Nc1ncnc2n(cnc12)[C@@H]1O[C@@H]2OP(O)(=O)OC[C@@H]2[C@H]1OC(=O)CCC;CCCC(=O)NC1=C2C(=NC=N1)N(C=N2)C3C(C4C(O3)COP(=O)(O4)O)OC(=O)CCC;CCCC(=O)Nc1ncnc2n(cnc12)[C@@H]3O[C@@H]4OP(=O)(O)OC[C@H]4[C@H]3OC(=O)CCC;CCCC(=O)NC1=C2C(=NC=N1)N(C=N2)C3C(C4C(O3)COP(=O)(O4)O)OC(=O)CCC;CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]12;CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C;CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12;CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C;CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]12;CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C;CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]12;CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C;CCCC(=O)Nc1nc2n(cnc2c(=O)[nH]1)C3O[C@H]4COP(=O)(O)O[C@@H]4[C@@H]3OC(=O)CCC;CCCC(=O)NC1=C2C(=NC=N1)N(C=N2)C3C(C4C(O3)COP(=O)(O4)O)OC(=O)CCC;CCCC(=O)Nc1ncnc2n(cnc12)[C@H]1O[C@H]2COP(O)(=O)O[C@@H]2[C@@H]1OC(=O)CCC;CCCC(=O)NC1=C2C(=NC=N1)N(C=N2)C3C(C4C(O3)COP(=O)(O4)O)OC(=O)CCC;ONC(=O)CCCN1C(=O)c2cccc3cccc(C1=O)c23;C1=CC2=C3C(=C1)C(=O)N(C(=O)C3=CC=C2)CCCCCC(=O)NO,bucladesine;bucladesine;lovastatin;CHIR-99021;simvastatin;scriptaid;mevastatin;bucladesine;bucladesine;bucladesine;lovastatin;simvastatin;simvastatin;mevastatin;dibutyrylcyclic-gmp;dibutyryl-cAMP-Na;itdac-1;,5702210;23666343;53232;9956119;54454;5186;64715;2460;73707507;23874512;7048568;4677798;73707467;40488233;6610337;51397512;3785;
82,10.1007/s12031-019-01388-8,Homo sapiens,Adipose-Derived Stem Cells,Induced Retinal Precursor Cells,,"LDN193189,25195294;SB431542,4521392;CKI 7,129236",CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12;CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C;CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12;CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C;ONC(=O)CCCCCN1C(=O)c2cccc3cccc(C1=O)c23;C1=CC2=C3C(=C1)C(=O)N(C(=O)C3=CC=C2)CCCCCC(=O)NO;CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12;CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C;CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]12;CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C;CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12;CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C;CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]12;CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C;CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]12;CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C;ONC(=O)CCCN1C(=O)c2cccc3cccc(C1=O)c23;C1=CC2=C3C(=C1)C(=O)N(C(=O)C3=CC=C2)CCCCCC(=O)NO,lovastatin;simvastatin;scriptaid;mevastatin;lovastatin;simvastatin;simvastatin;mevastatin;itdac-1;,53232;54454;5186;64715;7048568;4677798;73707467;40488233;3785;
83,10.1038/s41401-018-0170-z,Homo sapiens,Urine Cells,Induced Hepatocytes,24,"CHIR99021,9956119;RepSox,449054;Valproic Acid,3121;Parnate,19493;TTNPB,5289501;DZNep,73087",Cc1c(C)c2OC(C)(COc3ccc(CC4SC(=O)NC4=O)cc3)CCc2c(C)c1O;CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C;Cc1c[nH]c(n1)c2cnc(NCCNc3ccc(C#N)cn3)nc2c4ccc(Cl)cc4Cl;CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N;OC[C@@H](O)CONC(=O)c1ccc(F)c(F)c1Nc1ccc(I)cc1F;C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O;C/C(=CC=CC(=CC(=O)O)C)/C=C/C1=C(C)CCCC1(C)C;CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C;C/C(=CC=CC(=C/C(=O)O)C)/C=C/C1=C(C)CCCC1(C)C;CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C;OCC(O)CONC(=O)c1ccc(F)c(F)c1Nc1ccc(I)cc1F;C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O;CC(=CC=CC(=CC(=O)O)C)C=CC1=C(C)CCCC1(C)C;CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C;C/C(=C/C=C/C(=C/C(=O)O)/C)/C=C/C1=C(C)CCCC1(C)C;CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,troglitazone;CHIR-99021;PD-0325901;tretinoin;isotretinoin;PD-0325901;tretinoin;alitretinoin;,5591;9956119;9826528;444795;5282379;10206158;444795;449171;
84,10.1016/j.biomaterials.2018.11.037,Mus musculus,Fibroblasts,Induced Skeletal Muscle-like Cells,,"Valproic Acid,3121;CHIR99021,9956119;RepSox,449054;Forskolin,47936;Parnate,19493;TTNPB,5289501",Cc1c(C)c2OC(C)(COc3ccc(CC4SC(=O)NC4=O)cc3)CCc2c(C)c1O;CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C;CC(=O)O[C@H]1[C@@H](O)C2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]3(O)C(=O)C[C@@](C)(O[C@]13C)C=C;CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O;CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]3(O)C(=O)C[C@@](C)(O[C@]13C)C=C;CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O;Cc1c[nH]c(n1)c2cnc(NCCNc3ccc(C#N)cn3)nc2c4ccc(Cl)cc4Cl;CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N;OC[C@@H](O)CONC(=O)c1ccc(F)c(F)c1Nc1ccc(I)cc1F;C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O;C/C(=CC=CC(=CC(=O)O)C)/C=C/C1=C(C)CCCC1(C)C;CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C;C/C(=CC=CC(=C/C(=O)O)C)/C=C/C1=C(C)CCCC1(C)C;CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C;OCC(O)CONC(=O)c1ccc(F)c(F)c1Nc1ccc(I)cc1F;C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O;CC(=O)OC1C(O)C2C(C)(C)CCC(O)C2(C)C2(O)C(=O)CC(C)(OC12C)C=C;CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O;CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@@H](O)[C@]2(C)[C@@]3(O)C(=O)C[C@@](C)(O[C@]13C)C=C;CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O;CC(=CC=CC(=CC(=O)O)C)C=CC1=C(C)CCCC1(C)C;CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C;C/C(=C/C=C/C(=C/C(=O)O)/C)/C=C/C1=C(C)CCCC1(C)C;CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,troglitazone;colforsin;forskolin;CHIR-99021;PD-0325901;tretinoin;isotretinoin;PD-0325901;forskolin;forskolin;tretinoin;alitretinoin;,5591;5702265;47936;9956119;9826528;444795;5282379;10206158;3413;6610344;444795;449171;
85,10.1016/j.stemcr.2018.04.009,Mus musculus,Fibroblasts,Induced Myogenic Progenitor Cells,14,"CHIR99021,9956119;RepSox,449054;Forskolin,47936",CC(=O)O[C@H]1[C@@H](O)C2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]3(O)C(=O)C[C@@](C)(O[C@]13C)C=C;CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O;CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]3(O)C(=O)C[C@@](C)(O[C@]13C)C=C;CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O;Cc1c[nH]c(n1)c2cnc(NCCNc3ccc(C#N)cn3)nc2c4ccc(Cl)cc4Cl;CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N;C/C(=CC=CC(=CC(=O)O)C)/C=C/C1=C(C)CCCC1(C)C;CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C;C/C(=CC=CC(=C/C(=O)O)C)/C=C/C1=C(C)CCCC1(C)C;CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C;CC(=O)OC1C(O)C2C(C)(C)CCC(O)C2(C)C2(O)C(=O)CC(C)(OC12C)C=C;CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O;CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@@H](O)[C@]2(C)[C@@]3(O)C(=O)C[C@@](C)(O[C@]13C)C=C;CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O;CC(=CC=CC(=CC(=O)O)C)C=CC1=C(C)CCCC1(C)C;CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C;C/C(=C/C=C/C(=C/C(=O)O)/C)/C=C/C1=C(C)CCCC1(C)C;CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,colforsin;forskolin;CHIR-99021;tretinoin;isotretinoin;forskolin;forskolin;tretinoin;alitretinoin;,5702265;47936;9956119;444795;5282379;3413;6610344;444795;449171;
86,10.1073/pnas.1720273115,Homo sapiens,Peripheral Blood T Cells,Induced Neurons,21,"Forskolin,47936;Dorsomorphin,11524144;SB431542,4521392;IWP-2,_;DAPT,5311272;Retinoic acid,444795;SU 5402,5289418;Y-27632,448042;SP600125,8515",CC(=O)O[C@H]1[C@@H](O)C2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]3(O)C(=O)C[C@@](C)(O[C@]13C)C=C;CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O;CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]3(O)C(=O)C[C@@](C)(O[C@]13C)C=C;CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O;C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C;CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C;ONC(=O)CCCCCN1C(=O)c2cccc3cccc(C1=O)c23;C1=CC2=C3C(=C1)C(=O)N(C(=O)C3=CC=C2)CCCCCC(=O)NO;CN(C)c1cccc(c1)C(=O)Nc2ccc(C)c(NC(=O)c3ccc(O)cc3)c2;CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)N(C)C)NC(=O)C3=CC=C(C=C3)O;C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C;CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C;OC(=O)[C@H](Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O;C1=CC=C2C(=C1)C(=O)N(C2=O)C(CC3=CNC4=CC=CC=C43)C(=O)O;CC(=O)OC1C(O)C2C(C)(C)CCC(O)C2(C)C2(O)C(=O)CC(C)(OC12C)C=C;CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O;CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@@H](O)[C@]2(C)[C@@]3(O)C(=O)C[C@@](C)(O[C@]13C)C=C;CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O;C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@@H]3CC[C@]12C;CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C;CC(NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC(C(=O)OC(C)(C)C)c2ccccc2;CC(C(=O)NC(C1=CC=CC=C1)C(=O)OC(C)(C)C)NC(=O)CC2=CC(=CC(=C2)F)F;C(CN1CCCCC1)Oc2ccc(cc2)c3cnc4c(cnn4c3)c5ccncc5;C1CCN(CC1)CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=NC=C5)N=C3;C[C@H](CCC(O)=O)[C@@H]1CC[C@H]2[C@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@@H]3CC[C@]12C;CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C;ONC(=O)CCCN1C(=O)c2cccc3cccc(C1=O)c23;C1=CC2=C3C(=C1)C(=O)N(C(=O)C3=CC=C2)CCCCCC(=O)NO;Cc1ccc2nc(NC(=O)CSc3nc4CCSc4c(=O)n3-c3ccccc3)sc2c1;CC1=CC2=C(C=C1)N=C(S2)NC(=O)CSC3=NC4=C(C(=O)N3C5=CC=CC=C5OC)SCC4,colforsin;forskolin;chenodeoxycholic-acid;scriptaid;ZM-336372;taurocholic-acid;RG-108;forskolin;forskolin;chenodeoxycholic-acid;DAPT-GSI-IX;dorsomorphin;urosiol;itdac-1;IWP-2;,5702265;47936;10133;5186;5730;23687511;702558;3413;6610344;40469454;2956;11524144;73707486;3785;2155128;
87,10.1016/j.celrep.2018.06.116,Mus musculus,Fibroblasts,Induced Neural Stem Cells,12,"Valproic Acid,3121;CHIR99021,9956119;RepSox,449054",Cc1c[nH]c(n1)c2cnc(NCCNc3ccc(C#N)cn3)nc2c4ccc(Cl)cc4Cl;CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N;C/C(=CC=CC(=CC(=O)O)C)/C=C/C1=C(C)CCCC1(C)C;CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C;C/C(=CC=CC(=C/C(=O)O)C)/C=C/C1=C(C)CCCC1(C)C;CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C;CC(=CC=CC(=CC(=O)O)C)C=CC1=C(C)CCCC1(C)C;CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C;C/C(=C/C=C/C(=C/C(=O)O)/C)/C=C/C1=C(C)CCCC1(C)C;CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,CHIR-99021;tretinoin;isotretinoin;tretinoin;alitretinoin;,9956119;444795;5282379;444795;449171;
88,10.22074/cellj.2020.6582,Homo sapiens,Mesenchymal Stem Cells (Adipose-derived),Induced Cardiomyocytes,21,"Valproic Acid,3121;5-Aza-2'-deoxycytidine,451668",Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1;C1C(C(OC1N2C=NC(=NC2=O)N)CO)O,decitabine;,451668;
89,10.1007/s11033-020-05370-1,Homo sapiens,Urine Cells,Induced Neurons,12,"Valproic Acid,3121;CHIR99021,9956119;RepSox,449054;Forskolin,47936;SP600625,_;GO6983,3499;Y-27632,448042;ISX9,19582717;I-BET151,52912189;QVD-OPH,24794416",CC(=O)O[C@H]1[C@@H](O)C2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]3(O)C(=O)C[C@@](C)(O[C@]13C)C=C;CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O;CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]3(O)C(=O)C[C@@](C)(O[C@]13C)C=C;CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O;Cc1c[nH]c(n1)c2cnc(NCCNc3ccc(C#N)cn3)nc2c4ccc(Cl)cc4Cl;CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N;CN(C)CCCn1cc(C2=C(C(=O)NC2=O)c3c[nH]c4ccccc34)c5ccccc15;CN(C)CCCN1C=C(C2=C1C=CC(=C2)OC)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54;COc1cc2c3N([C@H](C)c4ccccn4)C(=O)Nc3cnc2cc1c5c(C)onc5C;CC1=C(C(=NO1)C)C2=C(C=C3C(=C2)N=CC4=C3N(C(=O)N4)C(C)C5=CC=CC=N5)OC;C/C(=CC=CC(=CC(=O)O)C)/C=C/C1=C(C)CCCC1(C)C;CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C;CN(C)c1cccc(c1)C(=O)Nc2ccc(C)c(NC(=O)c3ccc(O)cc3)c2;CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)N(C)C)NC(=O)C3=CC=C(C=C3)O;C/C(=CC=CC(=C/C(=O)O)C)/C=C/C1=C(C)CCCC1(C)C;CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C;CC(=O)OC1C(O)C2C(C)(C)CCC(O)C2(C)C2(O)C(=O)CC(C)(OC12C)C=C;CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O;CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@@H](O)[C@]2(C)[C@@]3(O)C(=O)C[C@@](C)(O[C@]13C)C=C;CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O;CC(=CC=CC(=CC(=O)O)C)C=CC1=C(C)CCCC1(C)C;CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C;C/C(=C/C=C/C(=C/C(=O)O)/C)/C=C/C1=C(C)CCCC1(C)C;CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C;O=C(NC1CC1)c2cc(on2)c3cccs3;C1CC1NC(=O)C2=NOC(=C2)C3=CC=CS3;Cc1ccc2nc(NC(=O)CSc3nc4CCSc4c(=O)n3-c3ccccc3)sc2c1;CC1=CC2=C(C=C1)N=C(S2)NC(=O)CSC3=NC4=C(C(=O)N3C5=CC=CC=C5OC)SCC4,colforsin;forskolin;CHIR-99021;bisindolylmaleimide;GSK1210151A;tretinoin;ZM-336372;isotretinoin;forskolin;forskolin;tretinoin;alitretinoin;CHEMBL-1222381;IWP-2;,5702265;47936;9956119;2396;52912189;444795;5730;5282379;3413;6610344;444795;449171;19582717;2155128;
90,10.5713/ajas.19.0796,Sus scrofa,Mesenchymal Stem Cells (Bone marrow derived),Induced Pancreatic Beta Cells,30,"Valproic Acid,3121;5-Aza-2'-deoxycytidine,451668",Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1;C1C(C(OC1N2C=NC(=NC2=O)N)CO)O,decitabine;,451668;
91,10.1242/dev.172569,Zebrafish,_,Induced Pancreatic Beta Cells,21,"XL147,1893730;Chaulmoogric Acid Ethyl Ester,2700;SKF-86055,453216;HC-Toxin,107864;SB-736290,11680113;PD168393,4708;DTXSID80301486,286003;Scriptaid,5186",Oc1ccc(cc1)c2nc(c([nH]2)c3ccncc3)c4ccc(F)cc4;C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)O;Oc1ccc2[nH]c3cc(c4C(=O)NC(=O)c4c3c2c1)c5ccccc5;C1=CC=C(C=C1)C2=CC3=C(C4=C(N3)C=CC(=C4)O)C5=C2C(=O)NC5=O;CC1NC(=O)C2CCCN2C(=O)C(CCCCCC(=O)C2CO2)NC(=O)C(C)NC1=O;CC1C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)N1)C)CCCCCC(=O)C3CO3;Brc1ccc2ncnc(NCC=C)c2c1;C=CCNC1=NC=NC2=C1C=C(C=C2)Br,SB-202190;SA-792987;HC-toxin;RLM-2-12;,5353940;4369491;3571;1560402;
92,10.1038/s41467-019-08626-y,Mus musculus,Fibroblasts,Induced Cardiomyocytes,28,"Diclofenac,3033;STK081095,135456876;STK833231,3823504;STK825882,2978770",OC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl;C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl;Cc1[nH]c(C=C2/C(=O)Nc3ccccc23)c(C)c1CCC(O)=O;CC1=C(NC(=C1CCC(=O)O)C)C=C2C3=C(C=C(C=C3)C4=CC=CC=C4)NC2=O;OC(=O)COC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl;C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl;Cc1[nH]c(C=C2C(=O)Nc3ccccc23)c(C)c1CCC(O)=O;CC1=C(NC(=C1CCC(=O)O)C)C=C2C3=C(C=C(C=C3)C4=CC=CC=C4)NC2=O,diclofenac;orantinib;aceclofenac;orantinib;,5018304;5329099;71771;5995546;
