cid,link,name,Synonyms,MOA
5169,https://pubchem.ncbi.nlm.nih.gov/compound/5169,SB202190,"SB 202190;152121-30-7;SB-202190;SB202190;FHPI;SB202190 (FHPI);UNII-PVX798P8GI;4-(4-Fluorophenyl)-2-(4-hydroxyphenyl)-5-(4-pyridyl)-1H-imidazole;CHEBI:79090;4-(4-fluorophenyl)-2-(4-hydroxyphenyl)-5-(4-pyridyl)imidazole;Phenol, 4-[4-(4-fluorophenyl)-5-(4-pyridinyl)-1H-imidazol-2-yl]-;PVX798P8GI;C20H14FN3O;4-[4-(4-fluorophenyl)-5-(pyridin-4-yl)-1H-imidazol-2-yl]phenol;4-(4-Fluorophenyl)-2-(4-hydroxyphenyl)-5-(4-pyridyl)1H-imidazole;4-[4-(4-Fluorophenyl)-5-(4-pyridinyl)-1H-imidazol-2-yl]phenol;4-[5-(4-fluorophenyl)-4-(pyridin-4-yl)-1H-imidazol-2-yl]phenol;4-(4-(4-fluorophenyl)-5-(pyridin-4-yl)-1H-imidazol-2-yl)phenol;4-(5-(4-fluorophenyl)-4-(pyridin-4-yl)-1H-imidazol-2-yl)phenol;4-[4-(4-fluorophenyl)-5-pyridin-4-yl-1,3-dihydroimidazol-2-ylidene]-1-cyclohexa-2,5-dienone;SMR001230795;SB 202190, Immobilized;InSolution&trade; SB 202190;Kinome_3708;Tocris-1264;BiomolKI_000051;Lopac-S-7067;biotinylated SB202190;BiomolKI2_000057;Lopac0_000173;BMK1-F3;BSPBio_001106;KBioGR_000446;KBioSS_000446;cc-468;MLS002153419;MLS006010258;SCHEMBL158854;CHEMBL278041;GTPL4307;SCHEMBL1230814;DTXSID7041120;BDBM13531;CHEBI:92952;KBio2_000446;KBio2_003014;KBio2_005582;KBio3_000831;KBio3_000832;AOB2557;EX-A313;SYN1073;4o77;ZX-AFC001670;Bio1_000479;Bio1_000968;Bio1_001457;Bio2_000393;Bio2_000873;HMS1362H07;HMS1792H07;HMS1990H07;HMS2235B15;HMS3229M22;HMS3244I13;HMS3244I14;HMS3244J13;HMS3260D07;HMS3267J19;HMS3371G22;HMS3403H07;HMS3412C22;HMS3654O15;HMS3674G07;HMS3676C22;BCP00675;Tox21_500173;ABP000229;BDBM50044784;BS0317;GK2422;MFCD00941964;s1077;ZINC14951176;ZINC89221712;AKOS005146403;AKOS026750414;ACN-053035;CCG-100655;CCG-204268;CS-0141;LP00173;QC-9800;SDCCGSBI-0050161.P003;4-[4-(4-fluorophenyl)-5-pyridin-4-yl-1,3-dihydroimidazol-2-ylidene]cyclohexa-2,5-dien-1-one;IDI1_002148;SMP2_000191;NCGC00015962-01;NCGC00015962-02;NCGC00015962-03;NCGC00015962-04;NCGC00015962-05;NCGC00015962-06;NCGC00015962-07;NCGC00015962-08;NCGC00015962-09;NCGC00015962-10;NCGC00025089-01;NCGC00025089-02;NCGC00025089-03;NCGC00025089-04;NCGC00025089-05;NCGC00025089-06;NCGC00260858-01;AK-51368;AS-16228;HY-10295;SC-27980;LS-186973;LS-187615;EU-0100173;FT-0743934;SW218110-2;X7402;EC-000.2317;S 7067;SB 202190, >=98% (HPLC);SB 202190/SB-202190;121S307;SR-01000075720;SR-01000597393;J-513574;J-690315;SR-01000075720-1;SR-01000597393-1;BRD-K54330070-001-05-5;BRD-K54330070-001-07-1;Q27088696;Q27164687;4-(4-(4-fluorophenyl)-5-(pyridin-4-yl)-2H-imidazol;4-[4-(4-Fluoro-phenyl)-5-pyridin-4-yl-1H-imidazol-2-yl]-phenol;4-[4-(4-fluorophenyl)-5-(4-pyridyl)-1H-imidazol-2-yl]phenol;4-[4-(4-Fluorphenyl)-5-(4-pyridinyl)-1H-imidazol-2-yl]phenol;FHPI|||4-(4-(4-Fluorophenyl)-5-(pyridin-4-yl)-1H-imidazol-2-yl)phenol;4-[4-(4-fluorophenyl)-5-(4-pyridyl)-4-imidazolin-2-ylidene]cyclohexa-2,5-dien-1-one;2RE",Inhibitor of the p38
176155,https://pubchem.ncbi.nlm.nih.gov/compound/176155,SB203580,"152121-47-6;SB 203580;SB-203580;SB203580;4-(4-(4-fluorophenyl)-2-(4-(methylsulfinyl)phenyl)-1H-imidazol-5-yl)pyridine;4-[4-(4-fluorophenyl)-2-(4-methylsulfinylphenyl)-1H-imidazol-5-yl]pyridine;RWJ 64809;4-(4-Fluorophenyl)-2-(4-methylsulfinylphenyl)-5-(4-pyridyl)-1H-imidazole;4-(4-Fluorophenyl)-2-[4-(methylsulfinyl)phenyl]-5-(4-pyridyl)-1H-imidazole;CHEBI:90705;CHEMBL10;4-(4-Fluorophenyl)-2-(4-methylsulfinylphenyl)-5-(4-pyridyl)1H-imidazole;C21H16FN3OS;4-(4-(4-Fluorophenyl)-2-(4-(methylsulfinyl)-phenyl)-1H-imidazol-5-yl)pyridine;4-(5-(4-fluorophenyl)-2-(4-(methylsulfinyl)phenyl)-1H-imidazol-4-yl)pyridine;Pyridine, 4-(5-(4-fluorophenyl)-2-(4-(methylsulfinyl)phenyl)-1H-imidazol-4-yl)-;4-(4-Fluorophenyl)-2-(4-methylsulfinylphenyl)-5-(4-pyridyl)-1H-imidazol;4-[4-(4-fluorophenyl)-2-(4-methanesulfinylphenyl)-1H-imidazol-5-yl]pyridine;4-[5-(4-Fluorophenyl)-2-(4-methylsulfinylphenyl)-3H-imidazol-4-yl]pyridine;4-[5-(4-Fluorophenyl)-2-[4-(methylsulfonyl)phenyl]-1H-imidazol-4-yl]pyridine;4-{4-(4-fluorophenyl)-2-[4-(methylsulfinyl)phenyl]-1H-imidazol-5-yl}pyridine;PB 203580;SR-01000597367;1pme;InSolution&trade; SB 203580;Kinome_2521;Tocris-1202;Tocris-1402;cc-50;CBiol_001970;SCHEMBL95208;BSPBio_001104;MLS006010840;cid_176155;GTPL5269;DTXSID2040577;BDBM13336;CTK7C0221;CTK8E9223;AOB6367;BIS0733;EX-A134;SYN1074;4-[5-(4-FLUORO-PHENYL)-2-(4-METHANESULFINYL-PHENYL)-3H-IMIDAZOL-4-YL]-PYRIDINE;CDMGBJANTYXAIV-UHFFFAOYSA-N;ZX-AFC000489;BCPP000074;BDBM192501;Bio1_000256;Bio1_000745;Bio1_001234;HMS1792H05;HMS1990H05;HMS3229O04;HMS3244I15;HMS3244I16;HMS3244J15;HMS3267B07;HMS3295M11;HMS3403H05;HMS3412M17;HMS3654M15;HMS3676M17;BCP01763;KS-000018EO;ABP000230;ANW-72176;BDBM50045333;BS0218;GK9716;MFCD00922198;s1076;AKOS005145971;AKOS015994568;AM81234;CCG-206878;CS-0140;ES-0013;SB16633;NCGC00025035-01;NCGC00025035-02;NCGC00025035-03;NCGC00025035-04;NCGC00025035-05;NCGC00381704-12;4CA-1136;AK-51369;HY-10256;QC-11773;SC-27890;SMR004701767;AB0033710;AX8150875;DB-026130;LS-186976;LS-187618;FT-0674525;SW218141-2;X7403;EC-000.2318;SB203580/SB-203580;K00038;S-7702;SB 203580, solid, >=98% (HPLC);SB 203580 & Z-100;121S476;J-008891;J-513573;Q7389023;SR-01000597367-1;4-(4-Fluorophenyl)-2-[4-(methylsulfinyl)phenyl]-5-;BRD-A37704979-001-02-4;BRD-A37704979-003-01-2;SB203580,RWJ 64809,PB 203580;US9187470, 104 (SB203580);4-{4-(4-fluorophenyl)-2-[4-(methanesulfinyl)phenyl]-1H-imidazol-5-yl}pyridine;Pyridine, 4-[4-(4-fluorophenyl)-2-[4-(methylsulfinyl)phenyl]-1H-imidazol-5-yl]-;Pyridine, 4-[5-(4-fluorophenyl)-2-[4-(methylsulfinyl)phenyl]-1H-imidazol-yl]-;Pyridine, 4-[5-(4-fluorophenyl)-2-[4-(methylsulfinyl)phenyl]-1H-imidazol-yl]- & Z-100;RWJ-64809|||PB-203580|||4-[4-(4-Fluorophenyl)-2-(4-methylsulfinylphenyl)-1H-imidazol-5-yl]pyridine",Inhibitor of the MAP kinase
4521392,https://pubchem.ncbi.nlm.nih.gov/compound/4521392,SB431542,"301836-41-9;SB-431542;SB 431542;4-(4-(benzo[d][1,3]dioxol-5-yl)-5-(pyridin-2-yl)-1H-imidazol-2-yl)benzamide;SB431542;UNII-E1557V1V0N;4-[4-(1,3-BENZODIOXOL-5-YL)-5-(2-PYRIDINYL)-1H-IMIDAZOL-2-YL]BENZAMIDE;CHEMBL440084;C22H16N4O3;E1557V1V0N;4-(4-(1,3-Benzodioxole-5-yl)-5-(2-pyridyl)-1H-imidazole-2-yl)benzamide;4-[4-(1,3-benzodioxol-5-yl)-5-pyridin-2-yl-1H-imidazol-2-yl]benzamide;4-[4-(3,4-Methylenedioxyphenyl)-5-(2-pyridyl)-1H-imidazol-2-yl]benzamide;4-(5-benzo[1,3]dioxol-5-yl-4-pyridin-2-yl-1h-imidazol-2-yl)-benzamide;4-[5-(1,3-Benzodioxol-5-Yl)-4-(Pyridin-2-Yl)-1h-Imidazol-2-Yl]benzamide;Benzamide, 4-(4-(1,3-benzodioxol-5-yl)-5-(2-pyridinyl)-1H-imidazol-2-yl)-;SB-431542-A;SR-01000597591;3tzm;Benzamide, 4-[4-(1,3-benzodioxol-5-yl)-5-(2-pyridinyl)-1H-imidazol-2-yl]-;FHYUGAJXYORMHI-UHFFFAOYSA-N;Bio2_000852;Kinome_3428;PubChem22438;4-[4-(1,3-Benzodioxol-5-yl)-5-(2-pyridinyl)-1H-imidazol-2-yl]-benzamide hydrate;SB 431542 hydrate;J1.722.247C;BSPBio_001064;KBioGR_000404;KBioSS_000404;MLS006010130;SCHEMBL155156;GTPL8216;QCR-42;TB1614-GMP;DTXSID7042693;BCBcMAP01_000166;CHEBI:91108;cid_4521392;CTK8B8498;KBio2_000404;KBio2_002972;KBio2_005540;KBio3_000767;KBio3_000768;AOB6359;BIS4592;EX-A144;ZX-AFC000916;BCPP000076;Bio2_000372;HMS1362F05;HMS1792F05;HMS1990F05;HMS3268G21;HMS3403F05;HMS3412L21;HMS3648A08;HMS3654O13;HMS3676L21;ZINC603769;BCP01765;ABP000232;ANW-60468;BDBM50110208;CC-103;MFCD11045982;s1067;4-(4-Benzo[1,3]dioxol-5-yl-5-pyridin-2-yl-1H-imidazol-2-yl)-benzamide;4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide;AKOS016003159;AM81241;CCG-264802;CS-0135;SB19480;VZ27752;4-[4-(2H-1,3-benzodioxol-5-yl)-5-(pyridin-2-yl)-1H-imidazol-2-yl]benzamide;IDI1_002127;KS-000006B2;NCGC00025230-01;NCGC00025230-02;NCGC00025230-03;NCGC00025230-04;NCGC00025230-05;NCGC00025230-06;NCGC00025230-21;4CA-1141;AC-23169;AK-98838;AS-16946;HY-10431;SC-71212;SMR004701258;AB0033746;AX8150878;FT-0727008;SW212665-2;X7468;SB431542,SB-431542;A25496;S-7739;AB01092258-01;J-017814;J-514238;Q7388913;SR-01000597591-1;SR-01000597591-2;BRD-K67298865-001-02-5;4-(4-Benzo[1,3]dioxol-5-yl-5-pyridin-2-yl-1H-imidazol-2-yl)benzamide;4-[4-(1,3-benzodioxol-5-yl)-5-(2-pyridinyl)-1h-imidazol-2-yl]-benzamide;4-(5-(benzo[d][1,3]dioxol-5-yl)-4-(pyridin-2-yl)-1H-imidazol-2-yl)benzamide;4-(5-Benzol[1,3]dioxol-5-yl-4-pyrldin-2-yl-1H-imidazol-2-yl)-benzamide hydrate;4-[4-(3,4-Methylenedioxyphenyl)-5-(2-pyridyl)-1H-imidazol-2-yl]-benzamide hydrate",Inhibitor of the Activin/BMP/TGF-β pathway
5186,https://pubchem.ncbi.nlm.nih.gov/compound/5186,Scriptaid,,Inhibitor of the HDAC
10316032,https://pubchem.ncbi.nlm.nih.gov/compound/10316032,SD-208,"SD-208;627536-09-8;SD 208;SD208;2-(5-chloro-2-fluorophenyl)-N-(pyridin-4-yl)pteridin-4-amine;CHEMBL238125;2-(5-chloro-2-fluorophenyl)-N-pyridin-4-ylpteridin-4-amine;2-(5-Chloro-2-fluorophenyl)pteridin-4-yl]pyridin-4-yl-amine;ALK5 Inhibitor V;[2-(5-Chloro-2-fluoro-phenyl)-pteridin-4-yl]-pyridin-4-yl-amine;SCI-208;C17H10ClFN6;MLS006010305;SCHEMBL411646;GTPL8246;DTXSID60438042;EX-A556;BERLXWPRSBJFHO-UHFFFAOYSA-N;2-(5-Chloro-2-fluorophenyl)-4-[(4-pyridyl)amino]pteridine;2-(5-Chloro-2-fluorophenyl)pteridin-4-yl)pyridin-4-yl amine;4-Pteridinamine, 2-(5-chloro-2-fluorophenyl)-N-4-pyridinyl-;HMS3413H18;HMS3677H18;HMS3747G03;BCP02214;4032AH;ABP000300;BDBM50204834;MFCD11519969;s7624;Transforming Growth Factor-beta Type I Receptor Kinase Inhibitor V;ZINC90485237;AKOS024457517;SD 208/SD-208;CCG-268059;CS-0895;SB19491;NCGC00165898-01;NCGC00165898-02;NCGC00165898-12;AK270131;AS-55881;HY-13227;SD-208, >=98% (HPLC), powder;SMR004701371;FT-0700345;EC-000.2447;A14066;W-5483;Q27088765;2-(5-chloro-2-fluorophenyl)-4-(4-pyridylamino)pteridine;4-Pteridinamine,2-(5-chloro-2-fluorophenyl)-N-4-pyridinyl-",Inhibitor of the TGF-b signalling
56962337,https://pubchem.ncbi.nlm.nih.gov/compound/56962337,SGC0946,"SGC0946;1561178-17-3;SGC 0946;SGC-0946;CHEMBL3087498;1-(3-((((2R,3S,4R,5R)-5-(4-Amino-5-bromo-7H-pyrrolo[2,3-d]pyrimidin-7-yl)-3,4-dihydroxytetrahydrofuran-2-yl)methyl)(isopropyl)amino)propyl)-3-(4-(tert-butyl)phenyl)urea;5-Bromo-7-{5-[(3-{[(4-Tert-Butylphenyl)carbamoyl]amino}propyl)(Propan-2-Yl)amino]-5-Deoxy-Beta-D-Ribofuranosyl}-7h-Pyrrolo[2,3-D]pyrimidin-4-Amine;C28H40BrN7O4;MLS006011035;GTPL7020;SCHEMBL17433345;AOB3554;EX-A321;1-[3-[[(2R,3S,4R,5R)-5-(4-amino-5-bromopyrrolo[2,3-d]pyrimidin-7-yl)-3,4-dihydroxyoxolan-2-yl]methyl-propan-2-ylamino]propyl]-3-(4-tert-butylphenyl)urea;2714AH;BDBM50443016;s7079;ZINC97956664;AKOS024458211;CCG-270251;CS-3531;NCGC00344622-10;7H-Pyrrolo[2,3-d]pyrimidin-4-amine, 5-bromo-7-[5-deoxy-5-[[3-[[[[4-(1,1-dimethylethyl)phenyl]amino]carbonyl]amino]propyl](1-methylethyl)amino]-beta-D-ribofuranosyl]-;HY-15650;SMR004702828;SGC0946, >=98% (HPLC);FT-0700220;SW219393-1;J-009275;Q27088790;1-[3-[[[(2R,3S,4R,5R)-5-(4-Amino-5-bromo-7H-pyrrolo[2,3-d]pyrimidin-7-yl)-3,4-dihydroxytetrahydrofuran-2-yl]methyl](isopropyl)amino]propyl]-3-[4-(2,2-dimethylethyl)phenyl]urea;5-Bromo-7-[5-deoxy-5-[[3-[[[[4-(1,1-dimethylethyl)phenyl]amino]carbonyl]amino]propyl](1-methylethyl)amino]-beta-D-7H-pyrrolo[2,3-d]pyrimidin-4-amine;AW2",Inhibitor of the DOT1L methyltransferase
453216,https://pubchem.ncbi.nlm.nih.gov/compound/453216,SKF-86055,,Inhibirot of the ALK5
1560402,https://pubchem.ncbi.nlm.nih.gov/compound/1560402,SMER28,"SMER28;307538-42-7;SMER 28;N-Allyl-6-bromoquinazolin-4-amine;6-bromo-N-(prop-2-en-1-yl)quinazolin-4-amine;6-Bromo-N-2-propenyl-4-quinazolinamine;6-bromo-N-prop-2-enyl-4-quinazolinamine;CHEMBL494325;4-Quinazolinamine, 6-bromo-N-2-propen-1-yl-;C11H10BrN3;SMER-28;3srb;6-bromo-N-prop-2-enylquinazolin-4-amine;SMR000106755;CBMicro_021891;SMER26;Cambridge id 6164173;Oprea1_603374;MLS000110826;SMER-28;SMER 28;SCHEMBL13283266;CHEBI:93943;cid_1560402;CTK8E6903;KS-00000TKR;DTXSID10364408;4-(allylamino)-6-bromoquinazoline;HMS2384I08;HMS3263K19;SMER28 (2);BCP17486;EX-A1017;N-allyl-6-bromo-4-quinazolineamine;ZINC1766166;Tox21_501019;Allyl-(6-bromoquinazolin-4-yl)amine;BDBM50257750;CCG-14477;MFCD02166825;s8240;STK975188;AKOS002262854;SMER28, >99% (HPLC), solid;CS-5731;LP01019;MCULE-7864435735;SDCCGSBI-0021786.P002;NCGC00079175-02;NCGC00261704-01;AK541286;AS-65723;BCB03_000905;(6-bromoquinazolin-4-yl)prop-2-enylamine;BIM-0021786.P001;HY-100200;B7637;EU-0073802;M3106;ST50182394;PK04_181104;SR-01000453166;CU-01000047511-3;J-018126;SR-01000453166-1;BRD-K08478539-001-01-3;BRD-K08478539-001-02-1;Q27165697;28S",Enhancer of the mammalian autophagy
5222465,https://pubchem.ncbi.nlm.nih.gov/compound/5222465,Sodium butyrate,"SODIUM BUTYRATE;156-54-7;Sodium butanoate;Butanoic acid, sodium salt;Butyric acid sodium salt;Butyrate sodium;Sodium n-butyrate;Butyric acid, sodium salt;Sodium propanecarboxylate;Butanoic acid, sodium salt (1:1);Butanoic acid sodium salt;UNII-8RAS91C36W;CCRIS 7068;HSDB 5655;Sodium butyrate (USP);Sodium butyrate [USP];TPA/BA;EINECS 205-857-6;C4H7NaO2;MFCD00002816;NSC 174280;8RAS91C36W;CHEBI:64103;Butyric Acid, Na;Butyric acid sodium salt, 98%;CHEMBL62381;NSC174280;NSC-174280;NCGC00167555-01;Sodiumbutanoate;OR8783;Sodium butyrate, 98%;Tetradecanoyl phorbol acetate/ sodium butyrate;ACMC-209de2;DSSTox_CID_17672;DSSTox_RID_79352;DSSTox_GSID_37672;SCHEMBL30148;KSC491A0D;DTXSID3037672;CTK3J1001;HY-B0350A;KS-00000UYA;tetradecanoyl phorbol acetate (TPA)/ sodium butyrate (BA);MFBOGIVSZKQAPD-UHFFFAOYSA-M;HMS3650B09;ZX-AT008131;Tox21_112550;ANW-21624;s1999;Sodium butyrate, >=98.5% (GC);Sodium butyrate, >=99.0% (GC);AKOS003051490;AKOS015899795;CCG-266046;CS-3924;AK546578;AS-13929;CAS-156-54-7;LS-48173;FT-0660356;S0519;D08998;76625-EP2270008A1;76625-EP2281815A1;76625-EP2292593A2;76625-EP2292617A1;76625-EP2301934A1;76625-EP2305640A2;76625-EP2308868A1;AB01274751-01;Sodium butyrate, Vetec(TM) reagent grade, 99%;Q305004;Sodium butyrate, certified reference material, TraceCERT(R);Sodium butyrate, United States Pharmacopeia (USP) Reference Standard;Sodium butyrate, PharmaGrade, USP/NF, Manufactured under appropriate GMP controls for pharma or biopharmaceutical production.",Inhibitor of histone deacetylase
23662274,https://pubchem.ncbi.nlm.nih.gov/compound/23662274,Sodium pyruvate,,_
8515,https://pubchem.ncbi.nlm.nih.gov/compound/8515,SP600125,"129-56-6;1,9-Pyrazoloanthrone;SP600125;Pyrazolanthrone;Dibenzo[cd,g]indazol-6(2H)-one;Pyrazoleanthrone;SP 600125;Anthra[1,9-cd]pyrazol-6(2H)-one;SP-600125;Anthra-1,9-pyrazol-6-none;JNK Inhibitor II;2H-Dibenzo[cd,g]indazol-6-one;C.I. 70300;NSC 75890;ANTHRA(1,9-cd)PYRAZOL-6(2H)-ONE;UNII-1TW30Y2766;EINECS 204-955-6;BRN 0746890;CHEMBL7064;MLS002693964;CHEBI:90695;ACPOUJIDANTYHO-UHFFFAOYSA-N;1TW30Y2766;NCGC00015958-03;SAPK Inhibitor II;1pmv;SMR000015440;SR-01000075840;NSC75890;2zmd;InSolution&trade; JNK Inhibitor II;NSC-75890;Kinome_3844;Tocris-1496;BiomolKI_000068;Lopac-S-5567;BiomolKI2_000072;cid_8515;DSSTox_CID_20525;DSSTox_RID_79502;CBiol_002049;DSSTox_GSID_40525;Lopac0_000473;BMK1-G8;BSPBio_001066;ChemBiol10705 Compound 4;KBioGR_000406;KBioSS_000406;cc-622;JMC517015 Compound 2;KSC516G2D;MLS002153267;MLS006011577;SCHEMBL170980;anthra[1,9-cd]pyrazol-6-one;GTPL5273;CHEMBL1725279;DTXSID2040525;SCHEMBL15583517;BCBcMAP01_000053;BDBM16018;CTK4B6321;dibenz[cd,g]indazol-6(2h)-one;KBio2_000406;KBio2_002974;KBio2_005542;KBio3_000771;KBio3_000772;Bio1_000335;Bio1_000824;Bio1_001313;Bio2_000373;Bio2_000853;HMS1362F07;HMS1667K13;HMS1792F07;HMS1990F07;HMS2250C03;HMS3229I16;HMS3261O08;HMS3267P06;HMS3295M01;HMS3403F07;HMS3412F05;HMS3654P10;HMS3676F05;HMS3747M19;ALBB-024051;Anthra[1,9cd]pyrazol-6(2H)-one;BCP05457;EX-A1998;Tox21_110267;Tox21_500473;Anthra[1-9-cd]pyrazol-6(2H)-one;ANW-68872;BDBM50024294;BDBM50433916;CCG-47500;Dibenzo[cd,g]indazol-6(2H)-one #;HSCI1_000136;s1460;SBB000595;ZINC96298875;AKOS000115584;Anthrapyrazolone; 1,9-Pyrazoloanthrone;CCG-100672;CS-0196;DB01782;LP00473;MCULE-7820194475;SDCCGSBI-0050458.P003;VA10299;1,6-dihydrodibenzo[cd,g]indazol-6-one;2,6-dihydrodibenzo[cd,g]indazol-6-one;IDI1_002128;QTL1_000077;SMP2_000240;NCGC00015958-01;NCGC00015958-02;NCGC00015958-04;NCGC00015958-05;NCGC00015958-06;NCGC00015958-07;NCGC00015958-08;NCGC00025186-01;NCGC00025186-02;NCGC00025186-03;NCGC00025186-04;NCGC00025186-05;NCGC00261158-01;WLN: T C6665 1A P IV OMNJ;14,15-diazatetracyclo[7.6.1.0^{2,7}.0^{13,16}]hexadeca-1(15),2(7),3,5,9,11,13(16)-heptaen-8-one;AK-57219;AS-14374;CAS-129-56-6;HY-12041;K914;LS-20607;SC-62298;SMR002530644;ST018684;DB-041928;EU-0100473;FT-0607068;SW218106-2;EN300-02083;Anthra[1,9-cd]pyrazol-6(2H)-one & Z-100;K00068;S 5567;SP600125, >=98% (HPLC);AB00075935-01;SP 600125 & Z-100;129S566;Q4545713;SR-01000075840-1;SR-01000075840-2;SR-01000075840-4;SR-01000075840-6;SR-01000637108-1;W-108360;BRD-K01567962-001-04-0;BRD-K01567962-001-06-5;BRD-K01567962-001-08-1;BRD-K01567962-001-22-2;Z56785477;F1414-1245;14,15-diazatetracyclo[7.6.1.0(2),.0(1)(3),(1)]hexadeca-1(15),2,4,6,9(16),10,12-heptaen-8-one;14,15-diazatetracyclo[7.6.1.0;{2,7}.0;{13,16}]hexadeca-1(15),2(7),3,5,9(16),10,12-heptaen-8-one",Inhibitor of JNK
_,_,SP600625,,Inhibitor of the JNK
25093235,https://pubchem.ncbi.nlm.nih.gov/compound/25093235,SR-3677,"1072959-67-1;SR-3677;SR3677;N-(2-(2-(dimethylamino)ethoxy)-4-(1H-pyrazol-4-yl)phenyl)-2,3-dihydrobenzo[b][1,4]dioxine-2-carboxamide;N-[2-[2-(DIMETHYLAMINO)ETHOXY]-4-(1H-PYRAZOL-4-YL)PHENYL]-2,3-DIHYDRO-1,4-BENZODIOXIN-2-CARBOXAMIDE;SR 3677;N-{2-[2-(dimethylamino)ethoxy]-4-(1H-pyrazol-4-yl)phenyl}-2,3-dihydro-1,4-benzodioxine-2-carboxamide;JMC516642 Compound 5;SCHEMBL453528;CHEMBL521179;BDBM25474;DTXSID50648693;SYN1083;HMS3244C09;HMS3244C10;HMS3244D09;BCP01976;EX-A1752;3897AH;ABP000281;AKOS027422764;CS-1726;NCGC00345833-01;NCGC00345833-06;AS-16237;HY-13300;SR 3677/;DB-059617;FT-0726466;959D671;J-522791;N-[2-[2-(dimethylamino)ethoxy]-4-(1H-pyrazol-4-yl)phenyl]-2,3-dihydro-1,4-benzodioxine-3-carboxamide",Inhibitor of the ROCK-II
135456876,https://pubchem.ncbi.nlm.nih.gov/compound/135456876,STK081095,135456876,Putative Inhibitor of the Cyclooxygenase
2978770,https://pubchem.ncbi.nlm.nih.gov/compound/2978770,STK825882,2978770,Putative Inhibitor of the Cyclooxygenase
3823504,https://pubchem.ncbi.nlm.nih.gov/compound/3823504,STK833231,3823504,Putative Inhibitor of the Cyclooxygenase
5289418,https://pubchem.ncbi.nlm.nih.gov/compound/5289418,SU 5402,,"Inhibitor of VEGFR2, FGFR1, and PDGFRB"
5329150,https://pubchem.ncbi.nlm.nih.gov/compound/5329150,SU16F,"SU 16F;SU16f;251356-45-3;CHEMBL149201;5-[1,2-Dihydro-2-oxo-6-phenyl-3H-indol-3-ylidene)methyl]-2,4-dimethyl-1H-pyrrole-3-propanoic acid;SU-16F;3-substituted indolin-2-one 16f;BDBM4900;SCHEMBL4408682;ZINC3834020;AKOS015994588;ES-0059;NCGC00370874-01;HY-108628;CS-0029344;J-015830;(Z)-3-(2,4-dimethyl-5-((2-oxo-6-phenylindolin-3-ylidene)methyl)-1H-pyrrol-3-yl)propanoic acid;3-(2,4-dimethyl-5-{[(3Z)-2-oxo-6-phenyl-2,3-dihydro-1H-indol-3-ylidene]methyl}-1H-pyrrol-3-yl)propanoic acid;3-[2-[(2,3-Dihydro-6-phenyl-2-oxo-1H-indole-3-ylidene)methyl]-3,5-dimethyl-1H-pyrrole-4-yl]propanoic acid;5-[1,2-Dihydro-2-oxo-6-phenyl-3H-indol-3-ylidene)methyl ]-2,4-dimethyl-1H-pyrrole-3-propanoic acid",Platelet-derived growth factor receptor (PDGFR)-β  inhibition
5289418,https://pubchem.ncbi.nlm.nih.gov/compound/5289418,SU5402,,"Inhibitor of the VEGFR2, FGFR1, and PDGFRB"
_,_,SVAK-12,,_
